ticket_id,perfil_real,perfil_conducta
TK-007030,Solicitudes rutinarias,Solicitudes rutinarias
TK-007031,Fallas de hardware,Fallas de hardware
TK-007032,Incidentes críticos de red,Incidentes críticos de red
TK-007033,Incidentes críticos de red,Incidentes críticos de red
TK-007034,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007035,Solicitudes rutinarias,Solicitudes rutinarias
TK-007036,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007037,Solicitudes rutinarias,Solicitudes rutinarias
TK-007038,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007039,Fallas de hardware,Fallas de hardware
TK-007040,Fallas de hardware,Fallas de hardware
TK-007041,Incidentes críticos de red,Incidentes críticos de red
TK-007042,Solicitudes rutinarias,Solicitudes rutinarias
TK-007043,Solicitudes rutinarias,Solicitudes rutinarias
TK-007044,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007045,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007046,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007047,Incidentes de seguridad,Incidentes de seguridad
TK-007048,Fallas de hardware,Fallas de hardware
TK-007049,Solicitudes rutinarias,Solicitudes rutinarias
TK-007050,Solicitudes rutinarias,Solicitudes rutinarias
TK-007051,Fallas de hardware,Fallas de hardware
TK-007052,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007053,Solicitudes rutinarias,Solicitudes rutinarias
TK-007054,Solicitudes rutinarias,Solicitudes rutinarias
TK-007055,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-007056,Solicitudes rutinarias,Solicitudes rutinarias
TK-007057,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007058,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007059,Errores recurrentes de software/ERP,Solicitudes rutinarias
TK-007060,Fallas de hardware,Errores recurrentes de software/ERP
TK-007061,Solicitudes rutinarias,Solicitudes rutinarias
TK-007062,Fallas de hardware,Fallas de hardware
TK-007063,Solicitudes rutinarias,Solicitudes rutinarias
TK-007064,Solicitudes rutinarias,Fallas de hardware
TK-007065,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007066,Solicitudes rutinarias,Solicitudes rutinarias
TK-007067,Solicitudes rutinarias,Solicitudes rutinarias
TK-007068,Fallas de hardware,Errores recurrentes de software/ERP
TK-007069,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007070,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-007071,Fallas de hardware,Fallas de hardware
TK-007072,Fallas de hardware,Fallas de hardware
TK-007073,Fallas de hardware,Fallas de hardware
TK-007074,Solicitudes rutinarias,Solicitudes rutinarias
TK-007075,Solicitudes rutinarias,Solicitudes rutinarias
TK-007076,Solicitudes rutinarias,Solicitudes rutinarias
TK-007077,Incidentes de seguridad,Incidentes de seguridad
TK-007078,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007079,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007080,Incidentes de seguridad,Incidentes de seguridad
TK-007081,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007082,Solicitudes rutinarias,Solicitudes rutinarias
TK-007083,Solicitudes rutinarias,Solicitudes rutinarias
TK-007084,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007085,Fallas de hardware,Fallas de hardware
TK-007086,Solicitudes rutinarias,Fallas de hardware
TK-007087,Solicitudes rutinarias,Solicitudes rutinarias
TK-007088,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007089,Solicitudes rutinarias,Solicitudes rutinarias
TK-007090,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007091,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007092,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007093,Solicitudes rutinarias,Solicitudes rutinarias
TK-007094,Solicitudes rutinarias,Solicitudes rutinarias
TK-007095,Incidentes de seguridad,Incidentes de seguridad
TK-007096,Fallas de hardware,Fallas de hardware
TK-007097,Solicitudes rutinarias,Solicitudes rutinarias
TK-007098,Solicitudes rutinarias,Solicitudes rutinarias
TK-007099,Solicitudes rutinarias,Solicitudes rutinarias
TK-007100,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007101,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007102,Solicitudes rutinarias,Solicitudes rutinarias
TK-007103,Solicitudes rutinarias,Solicitudes rutinarias
TK-007104,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007105,Fallas de hardware,Solicitudes rutinarias
TK-007106,Solicitudes rutinarias,Solicitudes rutinarias
TK-007107,Solicitudes rutinarias,Solicitudes rutinarias
TK-007108,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007109,Fallas de hardware,Fallas de hardware
TK-007110,Solicitudes rutinarias,Solicitudes rutinarias
TK-007111,Fallas de hardware,Errores recurrentes de software/ERP
TK-007112,Solicitudes rutinarias,Solicitudes rutinarias
TK-007113,Solicitudes rutinarias,Solicitudes rutinarias
TK-007114,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007115,Solicitudes rutinarias,Solicitudes rutinarias
TK-007116,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007117,Solicitudes rutinarias,Solicitudes rutinarias
TK-007118,Incidentes de seguridad,Incidentes de seguridad
TK-007119,Solicitudes rutinarias,Solicitudes rutinarias
TK-007120,Solicitudes rutinarias,Solicitudes rutinarias
TK-007121,Solicitudes rutinarias,Solicitudes rutinarias
TK-007122,Solicitudes rutinarias,Solicitudes rutinarias
TK-007123,Solicitudes rutinarias,Solicitudes rutinarias
TK-007124,Fallas de hardware,Fallas de hardware
TK-007125,Solicitudes rutinarias,Solicitudes rutinarias
TK-007126,Incidentes de seguridad,Incidentes de seguridad
TK-007127,Fallas de hardware,Solicitudes rutinarias
TK-007128,Fallas de hardware,Fallas de hardware
TK-007129,Solicitudes rutinarias,Solicitudes rutinarias
TK-007130,Fallas de hardware,Solicitudes rutinarias
TK-007131,Errores recurrentes de software/ERP,Casos crónicos
TK-007132,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007133,Solicitudes rutinarias,Solicitudes rutinarias
TK-007134,Solicitudes rutinarias,Solicitudes rutinarias
TK-007135,Solicitudes rutinarias,Solicitudes rutinarias
TK-007136,Solicitudes rutinarias,Solicitudes rutinarias
TK-007137,Solicitudes rutinarias,Solicitudes rutinarias
TK-007138,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007139,Solicitudes rutinarias,Solicitudes rutinarias
TK-007140,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007141,Solicitudes rutinarias,Solicitudes rutinarias
TK-007142,Solicitudes rutinarias,Solicitudes rutinarias
TK-007143,Solicitudes rutinarias,Solicitudes rutinarias
TK-007144,Incidentes críticos de red,Incidentes críticos de red
TK-007145,Solicitudes rutinarias,Solicitudes rutinarias
TK-007146,Casos crónicos,Casos crónicos
TK-007147,Solicitudes rutinarias,Solicitudes rutinarias
TK-007148,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-007149,Solicitudes rutinarias,Solicitudes rutinarias
TK-007150,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007151,Solicitudes rutinarias,Solicitudes rutinarias
TK-007152,Solicitudes rutinarias,Solicitudes rutinarias
TK-007153,Fallas de hardware,Fallas de hardware
TK-007154,Solicitudes rutinarias,Solicitudes rutinarias
TK-007155,Fallas de hardware,Fallas de hardware
TK-007156,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007157,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007158,Solicitudes rutinarias,Solicitudes rutinarias
TK-007159,Fallas de hardware,Fallas de hardware
TK-007160,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007161,Incidentes de seguridad,Incidentes de seguridad
TK-007162,Solicitudes rutinarias,Solicitudes rutinarias
TK-007163,Fallas de hardware,Fallas de hardware
TK-007164,Fallas de hardware,Fallas de hardware
TK-007165,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007166,Solicitudes rutinarias,Solicitudes rutinarias
TK-007167,Solicitudes rutinarias,Solicitudes rutinarias
TK-007168,Solicitudes rutinarias,Solicitudes rutinarias
TK-007169,Solicitudes rutinarias,Solicitudes rutinarias
TK-007170,Solicitudes rutinarias,Solicitudes rutinarias
TK-007171,Solicitudes rutinarias,Solicitudes rutinarias
TK-007172,Solicitudes rutinarias,Solicitudes rutinarias
TK-007173,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007174,Incidentes de seguridad,Incidentes de seguridad
TK-007175,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007176,Fallas de hardware,Fallas de hardware
TK-007177,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007178,Fallas de hardware,Errores recurrentes de software/ERP
TK-007179,Solicitudes rutinarias,Solicitudes rutinarias
TK-007180,Fallas de hardware,Fallas de hardware
TK-007181,Incidentes de seguridad,Incidentes de seguridad
TK-007182,Fallas de hardware,Fallas de hardware
TK-007183,Fallas de hardware,Fallas de hardware
TK-007184,Fallas de hardware,Fallas de hardware
TK-007185,Solicitudes rutinarias,Solicitudes rutinarias
TK-007186,Solicitudes rutinarias,Solicitudes rutinarias
TK-007187,Solicitudes rutinarias,Solicitudes rutinarias
TK-007188,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007189,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007190,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007191,Solicitudes rutinarias,Solicitudes rutinarias
TK-007192,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007193,Fallas de hardware,Fallas de hardware
TK-007194,Solicitudes rutinarias,Fallas de hardware
TK-007195,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007196,Fallas de hardware,Fallas de hardware
TK-007197,Solicitudes rutinarias,Solicitudes rutinarias
TK-007198,Solicitudes rutinarias,Solicitudes rutinarias
TK-007199,Fallas de hardware,Fallas de hardware
TK-007200,Fallas de hardware,Errores recurrentes de software/ERP
TK-007201,Solicitudes rutinarias,Solicitudes rutinarias
TK-007202,Incidentes de seguridad,Incidentes de seguridad
TK-007203,Solicitudes rutinarias,Solicitudes rutinarias
TK-007204,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007205,Solicitudes rutinarias,Solicitudes rutinarias
TK-007206,Incidentes de seguridad,Incidentes de seguridad
TK-007207,Fallas de hardware,Fallas de hardware
TK-007208,Solicitudes rutinarias,Solicitudes rutinarias
TK-007209,Solicitudes rutinarias,Solicitudes rutinarias
TK-007210,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007211,Solicitudes rutinarias,Solicitudes rutinarias
TK-007212,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-007213,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-007214,Fallas de hardware,Fallas de hardware
TK-007215,Solicitudes rutinarias,Solicitudes rutinarias
TK-007216,Incidentes de seguridad,Incidentes de seguridad
TK-007217,Solicitudes rutinarias,Solicitudes rutinarias
TK-007218,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007219,Fallas de hardware,Fallas de hardware
TK-007220,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-007221,Incidentes de seguridad,Incidentes de seguridad
TK-007222,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007223,Solicitudes rutinarias,Solicitudes rutinarias
TK-007224,Incidentes de seguridad,Incidentes de seguridad
TK-007225,Solicitudes rutinarias,Solicitudes rutinarias
TK-007226,Solicitudes rutinarias,Solicitudes rutinarias
TK-007227,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007228,Fallas de hardware,Errores recurrentes de software/ERP
TK-007229,Solicitudes rutinarias,Solicitudes rutinarias
TK-007230,Incidentes de seguridad,Incidentes de seguridad
TK-007231,Solicitudes rutinarias,Solicitudes rutinarias
TK-007232,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-007233,Incidentes de seguridad,Incidentes de seguridad
TK-007234,Solicitudes rutinarias,Solicitudes rutinarias
TK-007235,Solicitudes rutinarias,Solicitudes rutinarias
TK-007236,Incidentes críticos de red,Incidentes críticos de red
TK-007237,Solicitudes rutinarias,Solicitudes rutinarias
TK-007238,Solicitudes rutinarias,Fallas de hardware
TK-007239,Solicitudes rutinarias,Solicitudes rutinarias
TK-007240,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007241,Solicitudes rutinarias,Solicitudes rutinarias
TK-007242,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-007243,Fallas de hardware,Fallas de hardware
TK-007244,Incidentes críticos de red,Incidentes críticos de red
TK-007245,Solicitudes rutinarias,Solicitudes rutinarias
TK-007246,Solicitudes rutinarias,Solicitudes rutinarias
TK-007247,Casos crónicos,Incidentes críticos de red
TK-007248,Errores recurrentes de software/ERP,Casos crónicos
TK-007249,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007250,Incidentes de seguridad,Solicitudes rutinarias
TK-007251,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007252,Solicitudes rutinarias,Solicitudes rutinarias
TK-007253,Solicitudes rutinarias,Solicitudes rutinarias
TK-007254,Fallas de hardware,Fallas de hardware
TK-007255,Solicitudes rutinarias,Solicitudes rutinarias
TK-007256,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007257,Fallas de hardware,Fallas de hardware
TK-007258,Incidentes críticos de red,Incidentes críticos de red
TK-007259,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007260,Solicitudes rutinarias,Solicitudes rutinarias
TK-007261,Solicitudes rutinarias,Solicitudes rutinarias
TK-007262,Solicitudes rutinarias,Solicitudes rutinarias
TK-007263,Solicitudes rutinarias,Solicitudes rutinarias
TK-007264,Solicitudes rutinarias,Solicitudes rutinarias
TK-007265,Casos crónicos,Casos crónicos
TK-007266,Solicitudes rutinarias,Solicitudes rutinarias
TK-007267,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007268,Fallas de hardware,Fallas de hardware
TK-007269,Solicitudes rutinarias,Solicitudes rutinarias
TK-007270,Solicitudes rutinarias,Solicitudes rutinarias
TK-007271,Solicitudes rutinarias,Solicitudes rutinarias
TK-007272,Incidentes de seguridad,Incidentes críticos de red
TK-007273,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007274,Fallas de hardware,Fallas de hardware
TK-007275,Solicitudes rutinarias,Solicitudes rutinarias
TK-007276,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-007277,Fallas de hardware,Fallas de hardware
TK-007278,Solicitudes rutinarias,Solicitudes rutinarias
TK-007279,Solicitudes rutinarias,Solicitudes rutinarias
TK-007280,Solicitudes rutinarias,Solicitudes rutinarias
TK-007281,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007282,Fallas de hardware,Fallas de hardware
TK-007283,Incidentes de seguridad,Incidentes de seguridad
TK-007284,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007285,Fallas de hardware,Fallas de hardware
TK-007286,Incidentes de seguridad,Incidentes de seguridad
TK-007287,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007288,Solicitudes rutinarias,Solicitudes rutinarias
TK-007289,Solicitudes rutinarias,Solicitudes rutinarias
TK-007290,Solicitudes rutinarias,Solicitudes rutinarias
TK-007291,Solicitudes rutinarias,Solicitudes rutinarias
TK-007292,Solicitudes rutinarias,Solicitudes rutinarias
TK-007293,Casos crónicos,Casos crónicos
TK-007294,Solicitudes rutinarias,Solicitudes rutinarias
TK-007295,Solicitudes rutinarias,Solicitudes rutinarias
TK-007296,Solicitudes rutinarias,Solicitudes rutinarias
TK-007297,Incidentes de seguridad,Incidentes de seguridad
TK-007298,Incidentes de seguridad,Incidentes de seguridad
TK-007299,Incidentes de seguridad,Incidentes de seguridad
TK-007300,Fallas de hardware,Fallas de hardware
TK-007301,Solicitudes rutinarias,Solicitudes rutinarias
TK-007302,Solicitudes rutinarias,Solicitudes rutinarias
TK-007303,Fallas de hardware,Fallas de hardware
TK-007304,Incidentes de seguridad,Incidentes de seguridad
